                                                             Stdlib	                                                                                     Containers	                                                                             Batteries	                                                                                                            Base
Array.length : 'a array -> int 	CCArray.length : 'a array -> int 	BatArray.length : 'a array -> int 	
	CCArray.lookup : cmp:'a CCArray.ord -> 'a -> 'a array -> int option 		
	CCArray.lookup_exn : cmp:'a CCArray.ord -> 'a -> 'a array -> int 		
Array.make : int -> 'a -> 'a array 	CCArray.make : int -> 'a -> 'a array 	BatArray.make : int -> 'a -> 'a array 	
Array.make_float : int -> float array 	CCArray.make_float : int -> float array 	BatArray.make_float : int -> float array 	
Array.make_matrix : int -> int -> 'a -> 'a array array 	CCArray.make_matrix : int -> int -> 'a -> 'a array array 	BatArray.make_matrix : int -> int -> 'a -> 'a array array 	
Array.map : ('a -> 'b) -> 'a array -> 'b array 	CCArray.map : ('a -> 'b) -> 'a array -> 'b array 	BatArray.map : ('a -> 'b) -> 'a array -> 'b array 	
Array.map2 : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 	CCArray.map2 : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 	BatArray.map2 : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 	
Array.mapi : (int -> 'a -> 'b) -> 'a array -> 'b array 	CCArray.mapi : (int -> 'a -> 'b) -> 'a array -> 'b array 	BatArray.mapi : (int -> 'a -> 'b) -> 'a array -> 'b array 	
		BatArray.max : 'a array -> 'a 	
Array.mem : 'a -> 'a array -> bool 	CCArray.mem : ?eq:('a -> 'a -> bool) -> 'a -> 'a array -> bool 	BatArray.mem : 'a -> 'a array -> bool 	
Array.memq : 'a -> 'a array -> bool 	CCArray.memq : 'a -> 'a array -> bool 	BatArray.memq : 'a -> 'a array -> bool 	
		BatArray.min : 'a array -> 'a 	
		BatArray.min_max : 'a array -> 'a * 'a 	
		BatArray.modify : ('a -> 'a) -> 'a array -> unit 	
		BatArray.modifyi : (int -> 'a -> 'a) -> 'a array -> unit 	
	CCArray.monoid_product : ('a -> 'b -> 'c) -> 'a array -> 'b array -> 'c array 		
		BatArray.of_backwards : 'a BatEnum.t -> 'a array 	
		BatArray.of_enum : 'a BatEnum.t -> 'a array 	
Array.of_list : 'a list -> 'a array 	CCArray.of_list : 'a list -> 'a array 	BatArray.of_list : 'a list -> 'a array 	
Array.of_seq : 'a Seq.t -> 'a array 	CCArray.of_seq : 'a Seq.t -> 'a array 	BatArray.of_seq : 'a Seq.t -> 'a array 	
		BatArray.ord : 'a BatOrd.ord -> 'a array BatOrd.ord 	
		BatArray.partition : ('a -> bool) -> 'a array -> 'a array * 'a array 	
		BatArray.pivot_split : 'a BatOrd.ord -> 'a array -> 'a -> int * int 	
	CCArray.pp : ?pp_start:unit CCArray.printer -> ?pp_stop:unit CCArray.printer -> ?pp_sep:unit CCArray.printer -> 'a CCArray.printer -> 'a array CCArray.printer 		
	CCArray.pp_i : ?pp_start:unit CCArray.printer -> ?pp_stop:unit CCArray.printer -> ?pp_sep:unit CCArray.printer -> (int -> 'a CCArray.printer) -> 'a array CCArray.printer 		
		BatArray.print : ?first:string -> ?last:string -> ?sep:string -> ('a, 'b) BatIO.printer -> ('a array, 'b) BatIO.printer 	
	CCArray.random : 'a CCArray.random_gen -> 'a array CCArray.random_gen 		
	CCArray.random_choose : 'a array -> 'a CCArray.random_gen 		
	CCArray.random_len : int -> 'a CCArray.random_gen -> 'a array CCArray.random_gen 		
	CCArray.random_non_empty : 'a CCArray.random_gen -> 'a array CCArray.random_gen 		
		BatArray.range : 'a array -> int BatEnum.t 	
		BatArray.reduce : ('a -> 'a -> 'a) -> 'a array -> 'a 	
		BatArray.remove_at : int -> 'a array -> 'a array 	
	CCArray.rev : 'a array -> 'a array 	BatArray.rev : 'a array -> 'a array 	
	CCArray.reverse_in_place : 'a array -> unit 	BatArray.rev_in_place : 'a array -> unit 	
		BatArray.right : 'a array -> int -> 'a array 	
	CCArray.scan_left : ('acc -> 'a -> 'acc) -> 'acc -> 'a array -> 'acc array 		
Array.set : 'a array -> int -> 'a -> unit 	CCArray.set : 'a array -> int -> 'a -> unit 	BatArray.set : 'a array -> int -> 'a -> unit 	
	CCArray.shuffle : 'a array -> unit 	BatArray.shuffle : ?state:Random.State.t -> 'a array -> unit 	
	CCArray.shuffle_with : Random.State.t -> 'a array -> unit 		
		BatArray.singleton : 'a -> 'a array 	
Array.sort : ('a -> 'a -> int) -> 'a array -> unit 	CCArray.sort : ('a -> 'a -> int) -> 'a array -> unit 	BatArray.sort : ('a -> 'a -> int) -> 'a array -> unit 	
	CCArray.sort_generic : (module CCArray.MONO_ARRAY with type elt = 'elt and type t = 'arr) -> cmp:('elt -> 'elt -> int) -> 'arr -> unit 		
	CCArray.sort_indices : ('a -> 'a -> int) -> 'a array -> int array 		
	CCArray.sort_ranking : ('a -> 'a -> int) -> 'a array -> int array 		
	CCArray.sorted : ('a -> 'a -> int) -> 'a array -> 'a array 		
		BatArray.split : ('a * 'b) array -> 'a array * 'b array 	
Array.stable_sort : ('a -> 'a -> int) -> 'a array -> unit 	CCArray.stable_sort : ('a -> 'a -> int) -> 'a array -> unit 	BatArray.stable_sort : ('a -> 'a -> int) -> 'a array -> unit 	
Array.sub : 'a array -> int -> int -> 'a array 	CCArray.sub : 'a array -> int -> int -> 'a array 	BatArray.sub : 'a array -> int -> int -> 'a array 	
		BatArray.sum : int array -> int 	
	CCArray.swap : 'a array -> int -> int -> unit 		
		BatArray.tail : 'a array -> int -> 'a array	
	CCArray.to_gen : 'a array -> 'a CCArray.gen 		
	CCArray.to_iter : 'a array -> 'a CCArray.iter		
Array.to_list : 'a array -> 'a list 	CCArray.to_list : 'a array -> 'a list	BatArray.to_list : 'a array -> 'a list	
Array.to_seq : 'a array -> 'a Seq.t 	CCArray.to_seq : 'a array -> 'a Seq.t	BatArray.to_seq : 'a array -> 'a Seq.t	
Array.to_seqi : 'a array -> (int * 'a) Seq.t 	CCArray.to_seqi : 'a array -> (int * 'a) Seq.t 	BatArray.to_seqi : 'a array -> (int * 'a) Seq.t	
	CCArray.to_string : ?sep:string -> ('a -> string) -> 'a array -> string		
Array.unsafe_get : 'a array -> int -> 'a 	CCArray.unsafe_get : 'a array -> int -> 'a 	BatArray.unsafe_get : 'a array -> int -> 'a 	
Array.unsafe_set : 'a array -> int -> 'a -> unit 	CCArray.unsafe_set : 'a array -> int -> 'a -> unit 	BatArray.unsafe_set : 'a array -> int -> 'a -> unit 	
                                                  Stdlib	                                                                                                                    Containers	                                                                                        Batteries	                                                                                                                                             Base
	CCListLabels.( -- ) : int -> int -> int list		
	CCListLabels.( --^ ) : int -> int -> int list		
	CCListLabels.( <$> ) : ('a -> 'b) -> 'a list -> 'b list		
	CCListLabels.( <*> ) : ('a -> 'b) list -> 'a list -> 'b list		
	CCListLabels.( >>= ) : 'a list -> ('a -> 'b list) -> 'b list		Base.List.( >>= ) : 'a list -> ('a -> 'b list) -> 'b list
	CCListLabels.( >|= ) : 'a list -> ('a -> 'b) -> 'b list		Base.List.( >>| ) : 'a list -> ('a -> 'b) -> 'b list
	CCListLabels.( @ ) : 'a list -> 'a list -> 'a list	BatList.( @ ) : 'a list -> 'a list -> 'a list	
	CCListLabels.( and* ) : 'a list -> 'b list -> ('a * 'b) list		
	CCListLabels.( and+ ) : 'a list -> 'b list -> ('a * 'b) list		
	CCListLabels.( let* ) : 'a list -> ('a -> 'b list) -> 'b list		
	CCListLabels.( let+ ) : 'a list -> ('a -> 'b) -> 'b list		
			Base.List.Assoc.add : ('a, 'b) Base.List.Assoc.t -> equal:('a -> 'a -> bool) -> 'a -> 'b -> ('a, 'b) Base.List.Assoc.t
			Base.List.Assoc.find : ('a, 'b) Base.List.Assoc.t -> equal:('a -> 'a -> bool) -> 'a -> 'b option
			Base.List.Assoc.find_exn : ('a, 'b) Base.List.Assoc.t -> equal:('a -> 'a -> bool) -> 'a -> 'b
	CCListLabels.Assoc.get : eq:('a -> 'a -> bool) -> 'a -> ('a, 'b) CCListLabels.Assoc.t -> 'b option		
	CCListLabels.Assoc.get_exn : eq:('a -> 'a -> bool) -> 'a -> ('a, 'b) CCListLabels.Assoc.t -> 'b		
			Base.List.Assoc.inverse : ('a, 'b) Base.List.Assoc.t -> ('b, 'a) Base.List.Assoc.t
			Base.List.Assoc.map : ('a, 'b) Base.List.Assoc.t -> f:('b -> 'c) -> ('a, 'c) Base.List.Assoc.t
	CCListLabels.Assoc.mem : ?eq:('a -> 'a -> bool) -> 'a -> ('a, 'b) CCListLabels.Assoc.t -> bool		Base.List.Assoc.mem : ('a, 'b) Base.List.Assoc.t -> equal:('a -> 'a -> bool) -> 'a -> bool
	CCListLabels.Assoc.remove : eq:('a -> 'a -> bool) -> 'a -> ('a, 'b) CCListLabels.Assoc.t -> ('a, 'b) CCListLabels.Assoc.t		Base.List.Assoc.remove : ('a, 'b) Base.List.Assoc.t -> equal:('a -> 'a -> bool) -> 'a -> ('a, 'b) Base.List.Assoc.t
	CCListLabels.Assoc.set : eq:('a -> 'a -> bool) -> 'a -> 'b -> ('a, 'b) CCListLabels.Assoc.t -> ('a, 'b) CCListLabels.Assoc.t		
			Base.List.Assoc.sexp_of_t : ('a -> Sexplib0.Sexp.t) -> ('b -> Sexplib0.Sexp.t) -> ('a, 'b) Base.List.Assoc.t -> Sexplib0.Sexp.t
			Base.List.Assoc.t_of_sexp : (Sexplib0.Sexp.t -> 'a) -> (Sexplib0.Sexp.t -> 'b) -> Sexplib0.Sexp.t -> ('a, 'b) Base.List.Assoc.t
	CCListLabels.Assoc.update : eq:('a -> 'a -> bool) -> f:('b option -> 'b option) -> 'a -> ('a, 'b) CCListLabels.Assoc.t -> ('a, 'b) CCListLabels.Assoc.t		
	CCListLabels.Infix.( and& ) : 'a list -> 'b list -> ('a * 'b) list		
ListLabels.[] : 'a list = ListLabels.[]	CCListLabels.[] : 'a list = []		
	CCListLabels.add_nodup : eq:('a -> 'a -> bool) -> 'a -> 'a list -> 'a list		
	CCListLabels.all_ok : ('a, 'err) result list -> ('a CCListLabels.t, 'err) result		
	CCListLabels.all_some : 'a option list -> 'a list option		
			Base.List.all_unit : unit list list -> unit list
ListLabels.append : 'a list -> 'a list -> 'a list	CCListLabels.append : 'a list -> 'a list -> 'a list		Base.List.append : 'a list -> 'a list -> 'a list
ListLabels.assoc : 'a -> ('a * 'b) list -> 'b	CCListLabels.assoc : eq:('a -> 'a -> bool) -> 'a -> ('a * 'b) list -> 'b		
ListLabels.assoc_opt : 'a -> ('a * 'b) list -> 'b option	CCListLabels.assoc_opt : eq:('a -> 'a -> bool) -> 'a -> ('a * 'b) list -> 'b option		
ListLabels.assq : 'a -> ('a * 'b) list -> 'b	CCListLabels.assq : 'a -> ('a * 'b) list -> 'b		
ListLabels.assq_opt : 'a -> ('a * 'b) list -> 'b option	CCListLabels.assq_opt : 'a -> ('a * 'b) list -> 'b option		
			Base.List.bind : 'a list -> f:('a -> 'b list) -> 'b list
	CCListLabels.cartesian_product : 'a list list -> 'a list list	BatList.n_cartesian_product : 'a list list -> 'a list list	Base.List.all : 'a list list -> 'a list list
		BatList.cartesian_product : 'a list -> 'b list -> ('a * 'b) list	Base.List.cartesian_product : 'a list -> 'b list -> ('a * 'b) list
	CCListLabels.chunks : int -> 'a list -> 'a list list		Base.List.chunks_of : 'a list -> length:int -> 'a list list
ListLabels.combine : 'a list -> 'b list -> ('a * 'b) list	CCListLabels.combine : 'a list -> 'b list -> ('a * 'b) list	BatList.combine : 'a list -> 'b list -> ('a * 'b) list	Base.List.zip_exn : 'a list -> 'b list -> ('a * 'b) list
	CCListLabels.combine_gen : 'a list -> 'b list -> ('a * 'b) CCListLabels.gen		
	CCListLabels.combine_shortest : 'a list -> 'b list -> ('a * 'b) list		
ListLabels.compare : cmp:('a -> 'a -> int) -> 'a list -> 'a list -> int	CCListLabels.compare : ('a -> 'a -> int) -> 'a list -> 'a list -> int		Base.List.compare : ('a -> 'a -> int) -> 'a list -> 'a list -> int
ListLabels.compare_length_with : 'a list -> len:int -> int	CCListLabels.compare_length_with : 'a list -> int -> int		
ListLabels.compare_lengths : 'a list -> 'b list -> int	CCListLabels.compare_lengths : 'a list -> 'b list -> int		
ListLabels.concat : 'a list list -> 'a list	CCListLabels.concat : 'a list list -> 'a list		Base.List.concat : 'a list list -> 'a list
ListLabels.concat_map : f:('a -> 'b list) -> 'a list -> 'b list	CCListLabels.concat_map : f:('a -> 'b list) -> 'a list -> 'b list	BatList.Labels.concat_map : f:('a -> 'b list) -> 'a list -> 'b list	Base.List.concat_map : 'a list -> f:('a -> 'b list) -> 'b list
			Base.List.concat_mapi : 'a list -> f:(int -> 'a -> 'b list) -> 'b list
			Base.List.concat_no_order : 'a list list -> 'a list
ListLabels.cons : 'a -> 'a list -> 'a list	CCListLabels.cons : 'a -> 'a list -> 'a list	BatList.cons : 'a -> 'a list -> 'a list	Base.List.cons : 'a -> 'a list -> 'a list
	CCListLabels.cons' : 'a list -> 'a -> 'a list		
	CCListLabels.cons_maybe : 'a option -> 'a list -> 'a list		
			Base.List.contains_dup : compare:('a -> 'a -> int) -> 'a list -> bool
	CCListLabels.count : f:('a -> bool) -> 'a list -> int	BatList.Labels.count_matching : f:('a -> bool) -> 'a list -> int	Base.List.count : 'a list -> f:('a -> bool) -> int
			Base.List.counti : 'a list -> f:(int -> 'a -> bool) -> int
	CCListLabels.count_true_false : f:('a -> bool) -> 'a list -> int * int		
			Base.List.dedup_and_sort : compare:('a -> 'a -> int) -> 'a list -> 'a list
	CCListLabels.diagonal : 'a list -> ('a * 'a) list		
	CCListLabels.drop : int -> 'a list -> 'a list	BatList.drop : int -> 'a list -> 'a list	Base.List.drop : 'a list -> int -> 'a list
			Base.List.drop_last : 'a list -> 'a list option
			Base.List.drop_last_exn : 'a list -> 'a list
	CCListLabels.drop_while : f:('a -> bool) -> 'a list -> 'a list	BatList.Labels.drop_while : f:('a -> bool) -> 'a list -> 'a list	Base.List.drop_while : 'a list -> f:('a -> bool) -> 'a list
	CCListLabels.empty : 'a list = []		
ListLabels.equal : eq:('a -> 'a -> bool) -> 'a list -> 'a list -> bool	CCListLabels.equal : ('a -> 'a -> bool) -> 'a list -> 'a list -> bool	BatList.equal : ('a -> 'a -> bool) -> 'a list -> 'a list -> bool	Base.List.equal : ('a -> 'a -> bool) -> 'a list -> 'a list -> bool
ListLabels.exists : f:('a -> bool) -> 'a list -> bool	CCListLabels.exists : f:('a -> bool) -> 'a list -> bool	BatList.Labels.exists : f:('a -> bool) -> 'a list -> bool	Base.List.exists : 'a list -> f:('a -> bool) -> bool
ListLabels.exists2 : f:('a -> 'b -> bool) -> 'a list -> 'b list -> bool	CCListLabels.exists2 : f:('a -> 'b -> bool) -> 'a list -> 'b list -> bool	BatList.Labels.exists2 : f:('a -> 'b -> bool) -> 'a list -> 'b list -> bool	Base.List.exists2_exn : 'a list -> 'b list -> f:('a -> 'b -> bool) -> bool
			Base.List.exists2 : 'a list -> 'b list -> f:('a -> 'b -> bool) -> bool Base.List.Or_unequal_lengths.t
			Base.List.existsi : 'a list -> f:(int -> 'a -> bool) -> bool
ListLabels.fast_sort : cmp:('a -> 'a -> int) -> 'a list -> 'a list	CCListLabels.fast_sort : cmp:('a -> 'a -> int) -> 'a list -> 'a list	BatList.Labels.fast_sort : ?cmp:('a -> 'a -> int) -> 'a list -> 'a list	
ListLabels.filter : f:('a -> bool) -> 'a list -> 'a list	CCListLabels.filter : f:('a -> bool) -> 'a list -> 'a list	BatList.Labels.filter : f:('a -> bool) -> 'a list -> 'a list	Base.List.filter : 'a list -> f:('a -> bool) -> 'a list
ListLabels.filter_map : f:('a -> 'b option) -> 'a list -> 'b list	CCListLabels.filter_map : f:('a -> 'b option) -> 'a list -> 'b list	BatList.Labels.filter_map : f:('a -> 'b option) -> 'a list -> 'b list	Base.List.filter_map : 'a list -> f:('a -> 'b option) -> 'b list
			Base.List.filter_mapi : 'a list -> f:(int -> 'a -> 'b option) -> 'b list
			Base.List.filter_opt : 'a option list -> 'a list
ListLabels.filteri : f:(int -> 'a -> bool) -> 'a list -> 'a list	CCListLabels.filteri : f:(int -> 'a -> bool) -> 'a list -> 'a list		Base.List.filteri : 'a list -> f:(int -> 'a -> bool) -> 'a list
ListLabels.find : f:('a -> bool) -> 'a list -> 'a	CCListLabels.find : f:('a -> bool) -> 'a list -> 'a	BatList.Labels.find : f:('a -> bool) -> 'a list -> 'a	Base.List.find_exn : 'a list -> f:('a -> bool) -> 'a
ListLabels.find_all : f:('a -> bool) -> 'a list -> 'a list	CCListLabels.find_all : f:('a -> bool) -> 'a list -> 'a list	BatList.Labels.find_all : f:('a -> bool) -> 'a list -> 'a list	
			Base.List.find_a_dup : compare:('a -> 'a -> int) -> 'a list -> 'a option
			Base.List.find_all_dups : compare:('a -> 'a -> int) -> 'a list -> 'a list
			Base.List.find_consecutive_duplicate : 'a list -> equal:('a -> 'a -> bool) -> ('a * 'a) option
		BatList.Labels.find_exn : f:('a -> bool) -> exn -> 'a list -> 'a	
	CCListLabels.find_idx : f:('a -> bool) -> 'a list -> (int * 'a) option		
ListLabels.find_map : f:('a -> 'b option) -> 'a list -> 'b option	CCListLabels.find_map : f:('a -> 'b option) -> 'a list -> 'b option	BatList.Labels.find_map_opt : f:('a -> 'b option) -> 'a list -> 'b option	Base.List.find_map : 'a list -> f:('a -> 'b option) -> 'b option
			Base.List.find_map_exn : 'a list -> f:('a -> 'b option) -> 'b
	CCListLabels.find_mapi : f:(int -> 'a -> 'b option) -> 'a list -> 'b option		Base.List.find_mapi : 'a list -> f:(int -> 'a -> 'b option) -> 'b option
			Base.List.find_mapi_exn : 'a list -> f:(int -> 'a -> 'b option) -> 'b
ListLabels.find_opt : f:('a -> bool) -> 'a list -> 'a option	CCListLabels.find_opt : f:('a -> bool) -> 'a list -> 'a option		Base.List.find : 'a list -> f:('a -> bool) -> 'a option
	CCListLabels.find_pred : f:('a -> bool) -> 'a list -> 'a option		
	CCListLabels.find_pred_exn : f:('a -> bool) -> 'a list -> 'a		
		BatList.Labels.findi : f:(int -> 'a -> bool) -> 'a list -> int * 'a	
			Base.List.findi : 'a list -> f:(int -> 'a -> bool) -> (int * 'a) option
	CCListLabels.flat_map : f:('a -> 'b list) -> 'a list -> 'b list		
	CCListLabels.flat_map_i : f:(int -> 'a -> 'b list) -> 'a list -> 'b list		
ListLabels.flatten : 'a list list -> 'a list	CCListLabels.flatten : 'a list list -> 'a list		
		BatList.Labels.fold : f:('a -> 'b -> 'a) -> init:'a -> 'b list -> 'a	Base.List.fold : 'a list -> init:'accum -> f:('accum -> 'a -> 'accum) -> 'accum
			Base.List.fold2 : 'a list -> 'b list -> init:'c -> f:('c -> 'a -> 'b -> 'c) -> 'c Base.List.Or_unequal_lengths.t
			Base.List.fold2_exn : 'a list -> 'b list -> init:'c -> f:('c -> 'a -> 'b -> 'c) -> 'c
	CCListLabels.fold_filter_map : f:('acc -> 'a -> 'acc * 'b option) -> init:'acc -> 'a list -> 'acc * 'b list		
	CCListLabels.fold_filter_map_i : f:('acc -> int -> 'a -> 'acc * 'b option) -> init:'acc -> 'a list -> 'acc * 'b list		
	CCListLabels.fold_flat_map : f:('acc -> 'a -> 'acc * 'b list) -> init:'acc -> 'a list -> 'acc * 'b list		
	CCListLabels.fold_flat_map_i : f:('acc -> int -> 'a -> 'acc * 'b list) -> init:'acc -> 'a list -> 'acc * 'b list		
ListLabels.fold_left : f:('a -> 'b -> 'a) -> init:'a -> 'b list -> 'a	CCListLabels.fold_left : f:('a -> 'b -> 'a) -> init:'a -> 'b list -> 'a	BatList.Labels.fold_left : f:('a -> 'b -> 'a) -> init:'a -> 'b list -> 'a	Base.List.fold_left : 'a list -> init:'b -> f:('b -> 'a -> 'b) -> 'b
ListLabels.fold_left2 : f:('a -> 'b -> 'c -> 'a) -> init:'a -> 'b list -> 'c list -> 'a	CCListLabels.fold_left2 : f:('a -> 'b -> 'c -> 'a) -> init:'a -> 'b list -> 'c list -> 'a	BatList.Labels.fold_left2 : f:('a -> 'b -> 'c -> 'a) -> init:'a -> 'b list -> 'c list -> 'a	
ListLabels.fold_left_map : f:('a -> 'b -> 'a * 'c) -> init:'a -> 'b list -> 'a * 'c list	CCListLabels.fold_left_map : f:('a -> 'b -> 'a * 'c) -> init:'a -> 'b list -> 'a * 'c list		
	CCListLabels.fold_map : f:('acc -> 'a -> 'acc * 'b) -> init:'acc -> 'a list -> 'acc * 'b list		Base.List.fold_map : 'a list -> init:'b -> f:('b -> 'a -> 'b * 'c) -> 'b * 'c list
	CCListLabels.fold_map2 : f:('acc -> 'a -> 'b -> 'acc * 'c) -> init:'acc -> 'a list -> 'b list -> 'acc * 'c list		
	CCListLabels.fold_map_i : f:('acc -> int -> 'a -> 'acc * 'b) -> init:'acc -> 'a list -> 'acc * 'b list		Base.List.fold_mapi : 'a list -> init:'b -> f:(int -> 'b -> 'a -> 'b * 'c) -> 'b * 'c list
	CCListLabels.fold_on_map : f:('a -> 'b) -> reduce:('acc -> 'b -> 'acc) -> init:'acc -> 'a list -> 'acc		
	CCListLabels.fold_product : f:('c -> 'a -> 'b -> 'c) -> init:'c -> 'a list -> 'b list -> 'c		
			Base.List.fold_result : 'a list -> init:'accum -> f:('accum -> 'a -> ('accum, 'e) Base.Result.t) -> ('accum, 'e) Base.Result.t
ListLabels.fold_right : f:('a -> 'b -> 'b) -> 'a list -> init:'b -> 'b	CCListLabels.fold_right : f:('a -> 'b -> 'b) -> 'a list -> init:'b -> 'b	BatList.Labels.fold_right : f:('a -> 'b -> 'b) -> 'a list -> init:'b -> 'b	Base.List.fold_right : 'a list -> f:('a -> 'b -> 'b) -> init:'b -> 'b
ListLabels.fold_right2 : f:('a -> 'b -> 'c -> 'c) -> 'a list -> 'b list -> init:'c -> 'c	CCListLabels.fold_right2 : f:('a -> 'b -> 'c -> 'c) -> 'a list -> 'b list -> init:'c -> 'c	BatList.Labels.fold_right2 : f:('a -> 'b -> 'c -> 'c) -> 'a list -> 'b list -> init:'c -> 'c	
			Base.List.fold_until : 'a list -> init:'accum -> f:('accum -> 'a -> ('accum, 'final) Base.Container_intf.Continue_or_stop.t) -> finish:('accum -> 'final) -> 'final
	CCListLabels.fold_while : f:('a -> 'b -> 'a * [ `Continue | `Stop ]) -> init:'a -> 'b list -> 'a		
